bookingID,Speed_perc70,acceleration_x_min,acceleration_z_std,Bearing_std,acceleration_x_std,Speed_std,acceleration_y_std,acceleration_z_max,Speed_max,time,label
0,14.473691940307615,-4.692294311523439,1.1412657922562404,129.23135114919933,0.9280221661397776,7.199919398756001,0.6399343508026146,2.3188568115234376,22.946083068847656,1589.0,0
1,12.118372,-5.3529944,0.8542711814837406,89.86123575895729,0.7441567831370928,7.0593615986931955,0.5339148189686522,1.4812926000000002,21.882141,1034.0,1
2,5.03803194,-2.971295,1.0200209689335968,119.31651994727656,0.7565890529977937,2.89776236179419,0.5056933328054867,2.3128695,9.360483,825.0,1
4,8.217000007629387,-2.8664581298828127,0.7795288506442926,71.27377420405642,0.5272204310542014,5.595900535461198,0.5980228241908958,0.29638061523437503,19.780000686645508,1094.0,1
6,7.770113199999999,-4.352792,0.9421630795573128,111.86824901655409,0.8262711209461121,5.314844115653742,0.6172095383622295,7.977723599999999,16.394695000000002,1094.0,0
7,18.5021028,-3.439,1.1598996872148386,106.53078198349523,0.9459390669217898,8.680455460236786,0.8477638827272455,9.197,25.230654,959.0,0
8,7.687999999999999,-4.280777,0.925480374857512,131.84850659579914,0.6117937018075876,5.661731980098756,0.713644457288876,5.8718414,18.27,462.0,0
10,14.71,-4.3538513,0.9960274082097439,104.26021012509892,1.238568563725104,7.002631793216929,0.9022753428042708,2.7437592,20.05,374.0,0
11,10.910973599999998,-2.5020173,1.4479345032129105,98.74620245862623,1.192441712007227,6.019429254768332,0.7124575443477922,7.1828246,17.876741,299.0,0
13,23.1858455,-2.832427,0.8422238122700562,74.728773343321,0.7984282297124501,9.096480252194258,0.8296030971472721,9.967366,26.152094,1379.0,1
14,3.888960313796981,-3.0459014892578127,0.6927874007339978,86.85241104853806,0.6092107665485661,4.5753566469369815,0.461516140259649,3.6811309814453126,20.7800350189209,599.0,0
16,11.37,-5.026626599999998,0.8392401333511591,97.39565600344912,0.8624169185913989,6.2187756236921885,0.5405970019962307,2.409764,18.33,659.0,0
17,18.665,-2.256535,1.9062645057524357,123.70018217763388,1.192393831436562,7.985482518565602,0.9896795300491136,6.256049,28.119999,614.0,0
